member_id,age,loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,verification_status_joint,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim,loan_status
21288890,42,21000,21000,21000,60 months,BAT3193689,24.08,F,F2,Cardiac Cath Lab,10+ years,RENT,110000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,925xx,CA,2.62,1,2,15,11,10,1,1152,96,15,w,5783.53,0,0,0,0,15,INDIVIDUAL,NULL,70th week,0,0,16391,51200,0
22971675,30,5000,5000,5000,36 months,NULL,10.99,B,B3,Realtor,10+ years,MORTGAGE,65000,Source Verified,n,NULL,home_improvement,Home improvement,921xx,CA,15.71,0,1,76,75,7,1,4337,29.7,24,w,650.72,0,0,0,0,76,INDIVIDUAL,NULL,78th week,0,0,19332,14600,0
41361000,26,5000,5000,5000,36 months,BAT4694572,7.49,A,A4,carpenter,10+ years,RENT,52000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,028xx,RI,22.04,0,0,51,94,7,1,4665,63.9,16,f,320.13,0,0,0,0,51,INDIVIDUAL,NULL,52th week,0,0,14632,7300,0
32678825,35,12950,12950,12950,60 months,NULL,19.52,E,E2,Barista,8 years,MORTGAGE,35000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,011xx,MA,23.8,0,0,43,64,15,1,31432,81.9,35,w,2909.12,0,0,0,0,59,INDIVIDUAL,NULL,65th week,0,0,97852,38400,0
41962037,35,17000,17000,17000,60 months,BAT4694572,12.99,C,C2,Avionics Tech.,5 years,OWN,80000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,327xx,FL,24.11,0,1,74,35,11,1,14785,58,31,w,2045.86,0,0,0,0,74,INDIVIDUAL,NULL,52th week,0,0,304830,25500,0
72239313,35,15000,15000,15000,36 months,BAT2803411,11.99,C,C1,bakery owner,8 years,MORTGAGE,80000,Not Verified,n,NULL,small_business,Business,226xx,VA,22.34,0,0,48,80,10,1,10251,56.9,32,w,139.88,0,0,0,0,65,INDIVIDUAL,NULL,4th week,0,1135,49591,18000,0
71356777,57,5100,5100,5100,36 months,BAT2803411,11.99,C,C1,Vending Technician,9 years,RENT,36000,Verified,n,NULL,debt_consolidation,Debt consolidation,365xx,AL,19.44,0,0,61,61,15,1,2781,12.6,37,w,54.35,0,0,0,0,62,INDIVIDUAL,NULL,4th week,0,0,14961,22000,0
32849163,29,6850,6850,6850,36 months,BAT2078974,13.98,C,C3,WARRANTY ADMINISTRATOR,10+ years,MORTGAGE,52800,Not Verified,n,NULL,credit_card,Credit card refinancing,924xx,CA,11.82,1,1,60,61,8,1,4372,73,26,f,993.16,0,0,0,0,81,INDIVIDUAL,NULL,65th week,0,0,13195,6010,1
44998762,32,18000,18000,18000,60 months,NULL,13.99,C,C4,PAYROLL SPECIALIST,7 years,RENT,52000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,917xx,CA,31.57,0,1,24,70,17,1,8229,34.9,36,w,1957.45,0,0,0,0,75,INDIVIDUAL,NULL,44th week,0,0,36707,23600,0
61904379,45,22400,22400,22400,36 months,BAT1780517,9.17,B,B2,Data Warehouse Manager,3 years,RENT,145200,Source Verified,n,NULL,debt_consolidation,Debt consolidation,925xx,CA,14.76,1,0,19,60,15,1,5678,25,26,w,802.65,0,0,0,0,34,INDIVIDUAL,NULL,22th week,0,1589,46061,22700,0
43062844,51,4800,4800,4800,36 months,NULL,14.99,C,C5,CEO,4 years,MORTGAGE,38000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,928xx,CA,8.18,0,0,29,67,4,1,35414,0,6,w,579.64,0,0,0,0,43,INDIVIDUAL,NULL,48th week,0,0,191103,47800,0
4171925,31,16800,16800,16675,36 months,BAT3865626,13.11,B,B4,Point Eight Power,8 years,MORTGAGE,90000,Verified,n,NULL,debt_consolidation,Debt Consol.,704xx,LA,21.32,1,1,12,103,11,1,13062,70.6,23,f,3532.84,0,0,0,0,12,INDIVIDUAL,NULL,135th week,0,0,235828,18500,1
7440243,50,20000,20000,20000,36 months,NULL,11.99,B,B3,Machines,10+ years,MORTGAGE,117000,Verified,n,NULL,credit_card,Credit card refinancing,078xx,NJ,5.41,0,1,24,104,10,1,12200,68.2,34,f,2725.42,0,0,0,0,42,INDIVIDUAL,NULL,69th week,0,0,22506,17900,1
9828042,38,7750,7750,7750,36 months,NULL,9.99,B,B1,Lpn,4 years,MORTGAGE,62000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,275xx,NC,6.2,0,0,32,97,12,1,3165,42.8,19,w,1140.45,0,0,0,0,32,INDIVIDUAL,NULL,113th week,0,675,304088,7400,0
70307938,37,10000,10000,10000,36 months,NULL,8.18,B,B1,NULL,n/a,MORTGAGE,96000,Verified,n,NULL,debt_consolidation,Debt consolidation,329xx,FL,13.63,0,0,54,68,9,1,7445,29,18,w,72.72,0,0,0,0,54,INDIVIDUAL,NULL,9th week,0,508,239408,25700,0
64322539,35,14400,14400,14400,60 months,BAT4271519,16.55,D,D2,Communications consultant,< 1 year,RENT,50000,Source Verified,n,NULL,credit_card,Credit card refinancing,750xx,TX,22.78,0,1,64,65,9,1,10794,52.4,65,f,576.08,0,0,0,0,64,INDIVIDUAL,NULL,13th week,0,241,33015,20600,0
21178645,37,1325,1325,1325,36 months,NULL,16.29,D,D2,Inventory Manager,8 years,MORTGAGE,67356,Not Verified,n,NULL,medical,Medical expenses,936xx,CA,12.61,1,0,19,35,12,2,1467,16.1,32,w,133.63,0,0,0,0,19,INDIVIDUAL,NULL,35th week,0,0,50826,9100,1
63177989,28,9000,9000,9000,36 months,NULL,9.99,B,B3,Maintenance SplicingTechnician,10+ years,RENT,110000,Verified,n,NULL,major_purchase,Major purchase,950xx,CA,21.05,0,1,99,64,9,1,13135,66.7,23,f,283.88,0,0,0,0,99,INDIVIDUAL,NULL,17th week,0,581,85069,19700,0
28180213,38,15000,15000,14900,36 months,NULL,12.99,C,C1,NULL,n/a,MORTGAGE,56520,Verified,n,NULL,car,Car financing,386xx,MS,4.71,0,2,46,44,9,2,4309,36.8,39,f,2129.17,0,0,0,0,46,INDIVIDUAL,NULL,70th week,0,0,4309,11700,0
59429341,43,10000,10000,10000,36 months,BAT3873588,13.99,C,C4,NULL,n/a,RENT,43200,Verified,n,NULL,debt_consolidation,Debt consolidation,334xx,FL,16.92,0,1,59,35,7,2,119,2.3,20,w,548.59,0,0,0,0,59,INDIVIDUAL,NULL,22th week,0,0,11125,5200,0
6487369,43,7200,7200,7200,36 months,NULL,11.99,B,B3,Hardware Engineer,3 years,RENT,80000,Verified,n,"> Loan Consolidation, and Dental Cost.<br>",debt_consolidation,My 1st Loan,233xx,VA,1.25,0,0,69,71,5,1,1643,28.3,29,f,656.65,0,0,0,0,69,INDIVIDUAL,NULL,48th week,0,0,1643,5800,1
43215730,56,9550,9550,9550,36 months,BAT5924421,16.49,D,D3,NULL,n/a,MORTGAGE,29000,Verified,n,NULL,debt_consolidation,Debt consolidation,664xx,KS,34.15,0,3,70,46,14,1,6089,56,63,f,1263.11,0,0,0,0,111,INDIVIDUAL,NULL,48th week,0,0,118655,10800,0
48240200,32,11050,11050,11050,36 months,NULL,13.33,C,C3,property manager,6 years,RENT,45000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,900xx,CA,6.69,0,1,55,73,6,1,2836,49.8,16,w,993.39,0,0,0,0,55,INDIVIDUAL,NULL,39th week,0,0,2836,5700,0
46386456,58,12175,12175,12175,36 months,BAT4136152,13.99,C,C4,Nurse Administrator,10+ years,MORTGAGE,120000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,546xx,WI,14.02,0,0,33,30,19,1,7240,42.6,38,w,1140.3,0,0,0,0,50,INDIVIDUAL,NULL,44th week,0,0,182255,17000,0
66155726,47,15975,15975,15975,36 months,NULL,14.65,C,C5,Claims management coordinator,1 year,RENT,47000,Verified,n,NULL,debt_consolidation,Debt consolidation,217xx,MD,13.73,0,2,31,25,10,1,1088,10.1,35,w,578.49,0,0,0,0,31,INDIVIDUAL,NULL,13th week,0,1708,7163,10800,0
51783318,31,7375,7375,7375,36 months,BAT1184694,13.99,C,C4,NULL,n/a,RENT,35184,Verified,n,NULL,debt_consolidation,Debt consolidation,957xx,CA,9.28,1,1,10,51,10,1,3827,30,34,f,554.68,0,0,0,0,48,INDIVIDUAL,NULL,31th week,0,0,3827,12970,0
17722693,38,18000,18000,18000,36 months,BAT2136391,12.99,C,C1,RN,6 years,MORTGAGE,75000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,261xx,WV,21.46,0,1,70,103,20,1,10505,28.8,38,f,194.85,0,0,0,0,70,INDIVIDUAL,NULL,4th week,0,0,162144,36500,1
28170139,50,4200,4200,4200,36 months,NULL,14.99,C,C5,manager,10+ years,RENT,41000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,446xx,OH,19.81,2,2,19,113,14,1,5330,73,34,w,691.38,0,0,0,0,72,INDIVIDUAL,NULL,70th week,0,273,21728,7300,0
38769725,32,35000,35000,34750,60 months,BAT4722912,13.66,C,C3,Manager/Owner,8 years,MORTGAGE,142000,Verified,n,NULL,debt_consolidation,Debt consolidation,852xx,AZ,15.64,1,0,15,3,13,1,33017,78,35,w,4773.35,0,0,0,0,54,INDIVIDUAL,NULL,57th week,0,0,780937,42400,0
10783608,37,15000,15000,15000,36 months,BAT2575549,9.67,B,B1,FIREFIGHTER/PARAMEDIC,10+ years,MORTGAGE,71000,Verified,n,NULL,debt_consolidation,DEBT,460xx,IN,7.94,1,0,4,100,7,1,4003,35.7,18,f,2092.69,0,0,0,0,4,INDIVIDUAL,NULL,109th week,0,0,90172,11200,0
27930081,39,14000,14000,13875,36 months,NULL,12.49,B,B5,NULL,n/a,MORTGAGE,57000,Source Verified,n,NULL,credit_card,Credit card refinancing,826xx,WY,15.85,0,1,52,51,10,1,10383,67.9,28,f,1260.55,0,0,0,0,52,INDIVIDUAL,NULL,43th week,0,0,225287,15300,1
50710309,40,15000,15000,15000,36 months,BAT1184694,7.89,A,A5,BusOperator,6 years,RENT,120000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,616xx,IL,10.13,1,0,12,65,13,3,12015,46,30,w,713.28,0,0,0,0,53,INDIVIDUAL,NULL,35th week,0,0,19193,26100,0
51885060,41,6000,6000,6000,36 months,BAT1184694,7.89,A,A5,Superviser,5 years,MORTGAGE,55000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,928xx,CA,4.39,0,1,49,45,9,1,3846,36.3,28,w,285.31,0,0,0,0,49,INDIVIDUAL,NULL,35th week,0,0,492684,10600,0
8733499,45,5000,5000,5000,36 months,NULL,13.68,C,C1,A&J Electric,10+ years,MORTGAGE,59000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,212xx,MD,5.61,0,1,54,42,11,2,9510,29.6,44,f,1056.72,0,0,0,0,54,INDIVIDUAL,NULL,122th week,0,0,9510,32100,0
61505705,31,9000,9000,9000,36 months,NULL,8.18,B,B1,Teacher/Coach,10+ years,MORTGAGE,200000,Source Verified,n,NULL,home_improvement,Home improvement,077xx,NJ,12.18,0,0,44,71,11,1,9718,55.5,32,w,252.7,0,0,0,0,44,INDIVIDUAL,NULL,22th week,0,0,502802,17500,0
5014979,54,13000,13000,12975,36 months,BAT5341619,18.49,D,D2,Eastern Oregon University,5 years,MORTGAGE,55566,Source Verified,n,NULL,debt_consolidation,Debt Consolidation Loan,978xx,OR,23.86,1,3,8,99,10,1,2950,28.4,35,f,2104.98,0,0,0,0,8,INDIVIDUAL,NULL,52th week,0,0,168355,10400,1
51984836,39,20000,20000,20000,36 months,NULL,12.69,C,C2,office assistant,10+ years,MORTGAGE,72000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,184xx,PA,25.97,1,1,7,34,16,7,23343,62.9,46,f,1341.41,0,0,0,0,34,INDIVIDUAL,NULL,31th week,0,69,105505,37100,0
25525827,56,4075,4075,4075,36 months,NULL,14.99,C,C5,Mobile route technician,< 1 year,RENT,75500,Not Verified,n,NULL,debt_consolidation,Debt consolidation,606xx,IL,12.02,0,1,65,56,6,1,2591,50.8,16,w,701.85,0,0,0,0,65,INDIVIDUAL,NULL,78th week,0,0,20565,5100,0
11630280,35,10625,10625,10625,36 months,BAT5629144,15.61,C,C4,Resource Center Librarian,10+ years,RENT,96016,Not Verified,n,NULL,debt_consolidation,Payoff Credit Cards,201xx,VA,10.37,0,0,58,53,6,1,6854,65,29,w,782.97,0,0,0,0,102,INDIVIDUAL,NULL,26th week,0,0,36050,10500,1
70437041,34,8200,8200,8200,36 months,BAT1586599,13.18,C,C3,E crew Foreman,10+ years,RENT,240000,Verified,n,NULL,debt_consolidation,Debt consolidation,930xx,CA,1.23,0,1,58,61,6,1,3152,24.6,27,w,75.05,0,0,0,0,58,INDIVIDUAL,NULL,4th week,0,0,3152,12800,0
34983030,31,16000,16000,16000,36 months,BAT2078974,12.99,C,C1,Sr Account Executive,9 years,MORTGAGE,170000,Verified,n,NULL,debt_consolidation,Debt consolidation,074xx,NJ,5.21,3,1,17,19,9,2,1055,5,26,f,2036.8,0,0,0,0,31,INDIVIDUAL,NULL,65th week,0,0,321132,21300,0
11990728,38,7500,7500,7500,36 months,BAT1766061,13.98,C,C1,NULL,n/a,MORTGAGE,41362,Verified,n,NULL,credit_card,Credit card refinancing,210xx,MD,28.06,0,0,66,74,10,1,6784,69.9,21,w,642.61,0,863.02,8.6302,0,66,INDIVIDUAL,NULL,35th week,0,191,22785,9700,0
23963806,41,10000,10000,10000,36 months,BAT3193689,10.99,B,B3,Driver,5 years,OWN,58000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,146xx,NY,19.43,1,0,9,39,10,2,11720,62,27,f,1251.04,0,0,0,1,9,INDIVIDUAL,NULL,78th week,0,240,23528,18900,0
54876220,44,20000,20000,20000,36 months,BAT3726927,9.99,B,B3,Nurse,8 years,MORTGAGE,130000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,935xx,CA,6.67,0,0,42,43,19,1,13387,63.4,54,f,1069.53,0,0,0,0,42,INDIVIDUAL,NULL,31th week,0,0,24563,21100,0
15199566,49,13050,13050,13050,60 months,BAT2522922,21.99,E,E4,Corporate Chef,< 1 year,RENT,92000,Source Verified,n,NULL,house,Home buying,333xx,FL,13.47,0,0,28,82,9,1,4834,21.4,21,f,4496.59,0,0,0,0,28,INDIVIDUAL,NULL,91th week,0,24712,30660,22600,0
7199028,30,6000,6000,6000,36 months,NULL,17.76,D,D1,Special Ed Teacher,2 years,MORTGAGE,45000,Source Verified,n,NULL,credit_card,Loan,553xx,MN,7.07,0,0,71,53,14,1,4249,53.1,25,f,624.51,0,0,0,0,71,INDIVIDUAL,NULL,39th week,0,0,167756,8000,1
37396332,31,7000,7000,7000,36 months,NULL,18.54,E,E1,NULL,n/a,RENT,25000,Verified,n,NULL,debt_consolidation,Debt consolidation,471xx,IN,22.26,1,4,18,34,10,3,8933,42.1,13,f,1292.56,0,0,0,0,18,INDIVIDUAL,NULL,61th week,0,0,91486,21200,0
18784625,34,5000,5000,5000,36 months,NULL,10.99,B,B3,Recruiter,5 years,RENT,50000,Not Verified,n,NULL,credit_card,Credit card refinancing,554xx,MN,22.3,0,1,66,50,8,1,4886,64,23,w,568.9,0,0,0,0,107,INDIVIDUAL,NULL,65th week,0,0,28500,7600,0
35994087,70,26500,26500,26500,60 months,BAT2558388,24.08,F,F2,supervisor,10+ years,MORTGAGE,65000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,554xx,MN,9.6,0,1,32,63,10,3,6461,79.8,28,w,6950.03,0,0,0,0,38,INDIVIDUAL,NULL,61th week,0,0,272535,8100,0
33219019,45,5000,5000,5000,36 months,BAT2078974,9.17,B,B1,Supervisor,10+ years,RENT,58200,Source Verified,n,NULL,debt_consolidation,Debt consolidation,175xx,PA,19.18,0,1,65,46,9,1,9426,65,22,w,467.5,0,0,0,0,65,INDIVIDUAL,NULL,65th week,0,220,29495,14500,0
43347520,31,16000,16000,16000,60 months,BAT5924421,21.99,E,E5,Director of Business Development,1 year,MORTGAGE,70000,Verified,n,NULL,debt_consolidation,Debt consolidation,212xx,MD,22.12,0,0,51,102,11,1,13882,71,18,f,3047.32,0,0,0,0,69,INDIVIDUAL,NULL,48th week,0,0,257148,19675,0
62986907,57,21000,21000,21000,36 months,NULL,13.33,C,C3,Rescue controller,10+ years,MORTGAGE,95000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,998xx,AK,13.84,0,1,51,77,14,1,10771,68.2,36,w,869.93,0,0,0,0,51,INDIVIDUAL,NULL,17th week,0,0,406035,15800,0
16791618,40,10000,10000,10000,36 months,NULL,15.61,C,C5,Sr. Certified Pharmacy Technician,10+ years,MORTGAGE,43000,Verified,n,NULL,debt_consolidation,Debt consolidation,481xx,MI,16.69,0,3,77,51,8,1,7036,62,18,w,2014.19,0,0,0,0,97,INDIVIDUAL,NULL,87th week,0,0,13285,11400,0
71329318,28,9325,9325,9325,36 months,BAT2803411,16.99,D,D3,process associate,10+ years,RENT,65000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,352xx,AL,18.98,1,1,15,82,13,1,6143,41.2,29,w,123.23,0,0,0,0,15,INDIVIDUAL,NULL,4th week,0,0,31614,14900,0
20668484,44,3500,3500,3500,36 months,BAT3461431,10.99,B,B3,Resident Counselor,< 1 year,OWN,40000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,554xx,MN,19.59,1,0,12,76,8,1,10285,62,24,f,472.84,0,0,0,0,48,INDIVIDUAL,NULL,83th week,0,50,35260,16600,0
59700847,49,10900,10900,10900,36 months,BAT1780517,12.69,C,C2,bookeeper,10+ years,MORTGAGE,38500,Not Verified,n,NULL,credit_card,Credit card refinancing,680xx,NE,16.77,0,0,68,54,6,1,5215,71,14,w,534.21,0,0,0,0,84,INDIVIDUAL,NULL,22th week,0,0,60019,7300,0
65520261,46,31850,31850,31800,36 months,BAT1586599,12.69,C,C2,Owner,10+ years,MORTGAGE,120000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,274xx,NC,5.57,1,0,23,70,7,2,4494,47.8,27,f,643.44,0,0,0,0,42,INDIVIDUAL,NULL,9th week,0,346,15386,9400,0
45912415,34,9600,9600,9600,36 months,NULL,8.18,B,B1,NULL,n/a,MORTGAGE,80000,Verified,n,NULL,home_improvement,Home improvement,115xx,NY,14.56,1,0,21,15,9,1,84100,6.5,28,w,525.71,0,0,0,0,21,INDIVIDUAL,NULL,39th week,0,0,323402,129500,0
51399949,58,10000,10000,10000,36 months,NULL,13.99,C,C4,Assistant,4 years,MORTGAGE,50000,Verified,n,NULL,credit_card,Credit card refinancing,207xx,MD,15.03,0,2,36,45,22,1,6737,25.9,31,f,849.66,0,0,0,0,36,INDIVIDUAL,NULL,35th week,0,369,262832,26000,0
37977685,52,6000,6000,6000,36 months,NULL,11.44,B,B4,Engineeer,< 1 year,MORTGAGE,98000,Not Verified,n,NULL,home_improvement,Home improvement,917xx,CA,11.58,0,1,40,60,6,3,4180,43.1,19,w,670.34,0,0,0,0,43,INDIVIDUAL,NULL,61th week,0,150,375605,9700,0
61018440,27,10400,10400,10400,60 months,NULL,18.55,E,E2,Operations Supervisor,3 years,MORTGAGE,50000,Verified,n,NULL,debt_consolidation,Debt consolidation,461xx,IN,23.16,0,5,30,65,12,1,12005,48.6,43,w,765.68,0,0,0,0,30,INDIVIDUAL,NULL,22th week,0,0,186915,24700,0
43455054,48,22675,22675,22675,60 months,BAT5924421,19.24,E,E2,Receiver,10+ years,MORTGAGE,54000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,221xx,VA,19.73,1,0,22,18,13,2,15145,54.3,27,w,3764.15,0,0,0,0,22,INDIVIDUAL,NULL,48th week,0,102,237635,27900,0
46856597,33,14400,14400,14400,60 months,BAT1104812,14.65,C,C5,field office manager,10+ years,RENT,62000,Verified,n,NULL,debt_consolidation,Debt consolidation,422xx,KY,32.93,0,2,35,116,13,1,8907,39.1,28,w,1337.18,0,0,0,0,68,INDIVIDUAL,NULL,39th week,0,2224,43260,22800,0
35342741,46,14250,14250,14250,36 months,NULL,19.52,E,E2,Print Production Customer Service,2 years,MORTGAGE,60000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,088xx,NJ,29.66,1,0,13,108,15,1,7068,44.7,31,f,2257.76,0,0,0,0,13,INDIVIDUAL,NULL,52th week,0,0,64195,15800,0
49910761,51,15000,15000,15000,36 months,BAT1184694,12.69,C,C2,welder,10+ years,OWN,76000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,467xx,IN,11.04,1,0,77,61,5,1,5886,53,22,w,1154.21,0,0,0,0,22,INDIVIDUAL,NULL,35th week,0,0,17471,11100,0
18644449,31,1800,1800,1800,36 months,BAT3461431,12.49,B,B5,General Manager,5 years,RENT,130000,Verified,n,NULL,debt_consolidation,Debt consolidation,925xx,CA,3.96,0,0,44,39,13,1,3137,22.6,50,w,105.84,0,0,0,0,44,INDIVIDUAL,NULL,26th week,0,305,5842,13900,1
60829071,35,4000,4000,4000,36 months,NULL,15.61,D,D1,Project Manager,10+ years,MORTGAGE,120000,Verified,n,NULL,debt_consolidation,Debt consolidation,140xx,NY,5.59,3,0,4,80,6,2,1144,40.9,20,f,241.65,0,0,0,0,44,INDIVIDUAL,NULL,22th week,0,276,49137,2800,0
20758072,37,6000,6000,6000,36 months,NULL,18.99,E,E1,Reverse Mortgage Specialist,< 1 year,RENT,50000,Source Verified,n,NULL,small_business,Business,930xx,CA,15.7,0,0,51,66,10,1,6663,65.3,36,w,1408.25,0,0,0,0,51,INDIVIDUAL,NULL,78th week,0,351,25550,10200,0
16040022,60,13000,13000,13000,36 months,NULL,12.99,B,B5,Social Service Consultant,6 years,RENT,53000,Verified,n,NULL,debt_consolidation,Debt consolidation,957xx,CA,23.08,0,2,37,50,5,1,6737,75,28,w,1534.98,0,0,0,0,47,INDIVIDUAL,NULL,52th week,0,0,21313,9000,1
49962080,40,20000,20000,20000,60 months,BAT1104812,19.52,E,E3,Production Manager,4 years,MORTGAGE,87500,Source Verified,n,NULL,home_improvement,Home improvement,440xx,OH,12.52,0,1,79,77,9,1,2734,38.5,30,f,2629.59,0,0,0,0,79,INDIVIDUAL,NULL,39th week,0,0,165364,7100,0
11921684,50,7500,7500,7500,36 months,NULL,13.53,B,B5,Central Appointment Scheduler,5 years,RENT,31000,Verified,n,NULL,debt_consolidation,Debt consolidation,371xx,TN,21.95,0,0,28,62,10,1,3796,57.5,50,f,1387.21,0,0,0,0,28,INDIVIDUAL,NULL,96th week,0,0,16011,6600,1
71276465,34,10000,10000,10000,36 months,BAT2803411,9.76,B,B3,sales mgr,10+ years,MORTGAGE,75000,Source Verified,n,NULL,home_improvement,Home improvement,925xx,CA,20.21,0,0,75,65,8,2,20958,62.2,25,w,67.78,0,0,0,0,75,INDIVIDUAL,NULL,4th week,0,0,175325,33700,0
23202517,32,11675,11675,11675,60 months,NULL,18.99,E,E1,District Loss Prevention Manager,9 years,MORTGAGE,100000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,441xx,OH,15.01,0,2,42,60,11,1,9330,69.1,25,f,1994.97,0,0,0,0,42,INDIVIDUAL,NULL,48th week,0,0,139037,13500,1
23533686,36,11500,11500,11500,60 months,BAT3193689,14.99,C,C5,General Manager,< 1 year,MORTGAGE,75000,Verified,n,NULL,credit_card,Credit card refinancing,320xx,FL,7.5,1,3,23,95,9,1,7111,62.9,15,w,2207.08,0,0,0,0,23,INDIVIDUAL,NULL,74th week,0,0,210174,11300,0
48892081,32,14400,14400,14400,60 months,NULL,10.99,B,B4,Paralegal,1 year,OWN,69000,Source Verified,n,NULL,home_improvement,Home improvement,330xx,FL,15.86,1,0,12,43,5,1,8800,34.6,22,w,999.23,0,0,0,0,60,INDIVIDUAL,NULL,35th week,0,360,11232,25400,0
34702626,40,6000,6000,6000,36 months,BAT2078974,6.49,A,A2,"Director, Network Management",7 years,MORTGAGE,126188,Source Verified,n,NULL,home_improvement,Home improvement,275xx,NC,10.3,0,1,34,41,9,1,3839,47.4,33,w,375.98,0,0,0,0,34,INDIVIDUAL,NULL,61th week,0,0,181591,8100,0
23003554,37,2000,2000,2000,36 months,BAT3193689,18.24,D,D5,nuclear medicine tranporter,6 years,MORTGAGE,50000,Verified,n,NULL,major_purchase,Major purchase,327xx,FL,12.65,0,0,61,56,14,1,11051,81.3,19,w,422.68,0,0,0,0,61,INDIVIDUAL,NULL,74th week,0,0,11130,13600,0
71247406,57,20000,20000,20000,60 months,NULL,9.76,B,B3,Vice President,10+ years,MORTGAGE,135000,Verified,n,NULL,debt_consolidation,Debt consolidation,444xx,OH,16.12,0,1,72,72,19,1,9534,34.4,47,f,140.98,0,0,0,0,72,INDIVIDUAL,NULL,4th week,0,0,219657,27700,0
72059314,46,8300,8300,8300,36 months,NULL,12.59,C,C2,Finisher,1 year,MORTGAGE,86000,Not Verified,n,NULL,credit_card,Credit card refinancing,210xx,MD,8.88,0,1,59,55,10,2,9561,81,25,w,0,0,0,0,0,42,INDIVIDUAL,NULL,NAth week,0,0,292416,11800,0
43246419,31,15000,15000,15000,36 months,NULL,8.19,A,A5,Manager/owner,8 years,MORTGAGE,80000,Not Verified,n,NULL,debt_consolidation,Debt consolidation,301xx,GA,5.09,0,0,26,27,8,2,12754,33,11,w,977.92,0,0,0,0,26,INDIVIDUAL,NULL,48th week,0,0,454892,38700,0
14309007,39,2500,2500,2500,36 months,BAT224923,12.99,B,B5,PEACE OFFICER,5 years,OWN,60000,Verified,n,NULL,other,Other,104xx,NY,6.4,0,0,61,37,6,2,2618,35.9,14,f,441.56,0,0,0,0,61,INDIVIDUAL,NULL,95th week,0,0,8739,7300,0
71196465,35,18000,18000,18000,60 months,BAT2803411,16.99,D,D3,Office Manager,4 years,RENT,55000,Verified,n,NULL,debt_consolidation,Debt consolidation,211xx,MD,21.78,0,3,35,70,12,1,7341,42.4,38,w,237.86,0,0,0,0,35,INDIVIDUAL,NULL,4th week,0,0,28576,17300,0
15028560,32,2000,2000,2000,36 months,NULL,16.59,D,D1,Account Clerk II,9 years,MORTGAGE,50000,Source Verified,n,NULL,debt_consolidation,Debt consolidation,925xx,CA,7.78,0,3,77,78,5,1,1933,35.1,10,f,335.11,0,0,0,0,77,INDIVIDUAL,NULL,61th week,0,0,287421,5500,1
10757857,44,35000,35000,35000,36 months,BAT2575549,23.4,E,E5,Sales,10+ years,RENT,295000,Source Verified,n,NULL,debt_consolidation,Debt consol loan,950xx,CA,6.11,0,0,35,62,10,1,13272,61.4,42,f,5760.26,68.11,4176.84,41.7684,0,70,INDIVIDUAL,NULL,39th week,0,780,50073,21600,0
46527097,41,8600,8600,8600,36 months,BAT4136152,17.86,D,D5,custodian,< 1 year,RENT,24100,Source Verified,n,NULL,debt_consolidation,Debt consolidation,826xx,WY,22.56,0,1,67,76,6,1,5812,79.6,20,f,1033.75,0,0,0,0,67,INDIVIDUAL,NULL,44th week,0,0,19397,7300,0
61964261,59,10000,10000,10000,36 months,BAT1780517,9.99,B,B3,NULL,n/a,RENT,60000,Source Verified,n,NULL,credit_card,Credit card refinancing,913xx,CA,2.76,0,1,62,48,6,1,3938,24,38,w,294.29,0,0,0,0,101,INDIVIDUAL,NULL,22th week,0,0,3938,16300,0
